"","Ailuropoda_melanoleuca","Bison_bison","Bos_taurus","Colobus_angolensis_palliatus","Cercocebus_atys","Castor_canadensis","Cebus_capucinus_imitator","Canis_familiaris","Capra_hircus","Callithrix_jacchus","Chinchilla_lanigera","Cavia_porcellus","Chlorocebus_sabaeus","Carlito_syrichta","Dasypus_novemcinctus","Dipodomys_ordii","Equus_asinus_asinus","Equus_caballus","Felis_catus","Gorilla_gorilla","Homo_sapiens","Ictidomys_tridecemlineatus","Jaculus_jaculus","Loxodonta_africana","Mesocricetus_auratus","Mus_caroli","Monodelphis_domestica","Macaca_fascicularis","Myotis_lucifugus","Marmota","Macaca_mulatta","Microcebus_murinus","Mus_musculus","Macaca_nemestrina","Microtus_ochrogaster","Mustela_putorius_furo","Meriones_unguiculatus","Nomascus_leucogenys","Neovison_vison","Ovis_aries","Oryctolagus_cuniculus","Octodon_degus","Otolemur_garnettii","Pongo_abelii","Papio_anubis","Phascolarctos_cinereus","Peromyscus_maniculatus_bairdii","Pan_paniscus","Panthera_pardus","Panthera_tigris_altaica","Pan_troglodytes","Pteropus_vampyrus","Rattus_norvegicus","Saimiri_boliviensis_boliviensis","Sarcophilus_harrisii","Sus_scrofa","Tursiops_truncatus","Ursus_americanus","Ursus_maritimus","Vombatus_ursinus","Vulpes_vulpes"
"PTHR10574_SF36",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR10578",3,2,3,3,3,3,3,3,2,3,3,2,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,4,3,1,2,3,3,3,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,3,4,2,3,3
"PTHR10579_SF2",1,1,1,1,1,6,1,1,1,1,2,3,1,1,1,1,4,4,1,1,1,1,1,1,1,2,0,1,3,3,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"PTHR10579_SF42",1,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,0,2,1,1,2,3,1,1,1,1,1,1,3,1,2,1,2,1,1,2,1,2,1,0,2,0,3,1,1,1,2,1,2,2,0,0,1,1,1,1,1
"PTHR10579_SF44",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
"PTHR10582_SF11",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1
"PTHR10582_SF21",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10582_SF4",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10582_SF5",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"PTHR10582_SF6",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1
"PTHR10583",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR10584_SF24",1,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10584_SF8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1
"PTHR10585",3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,4,3
"PTHR10588_SF114",1,1,1,1,1,0,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10588_SF201",1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,2,1,1,0,1,1,1,1,1,1,1
"PTHR10588_SF204",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1
"PTHR10588_SF206",1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"PTHR10588_SF208",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10588_SF223",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"PTHR10588_SF227",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR10588_SF232",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1
"PTHR10588_SF31",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR10589_SF16",1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10589_SF19",1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3
"PTHR10589_SF23",1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10589_SF24",1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,3,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
"PTHR10590",2,3,3,2,2,3,3,2,3,3,3,3,2,3,3,3,4,13,2,3,3,2,3,4,3,2,4,3,3,2,3,4,4,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,2,4,2
"PTHR10593_SF1",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10593_SF10",1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,3,1,1,3,1,1,1,1,2,1,1,2,1,2,4,1,1,1,2,1,1,1
"PTHR10593_SF22",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR10598",1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10602",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10603",3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,5,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3
"PTHR10605_SF11",2,1,1,1,1,1,1,2,0,1,1,1,1,0,2,1,1,3,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,0,1,0,0,1,2,1,1,1,1,1,1
"PTHR10605_SF16",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
"PTHR10605_SF29",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"PTHR10605_SF35",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,3,0,1
"PTHR10606",4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,5,4
"PTHR10607",1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10609",2,4,4,4,4,3,3,3,3,2,3,3,3,3,3,3,4,2,2,4,4,3,3,3,1,3,3,4,4,4,4,3,3,4,2,2,5,4,3,4,2,2,6,4,4,2,3,4,3,4,4,4,3,3,3,4,4,2,3,3,3
"PTHR10613",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
"PTHR10615_SF12",1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,0,1,2,1,1,1,1,1,2,1
"PTHR10615_SF13",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,2,1
"PTHR10615_SF28",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10615_SF73",1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"PTHR10615_SF90",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1
"PTHR10615_SF92",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10621",2,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,3,5,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2,2,2,2,3,2,2,6,5,2,2,2,3,2,2,2,2,3,2,2,3,3,2,2,2,2,4,2
"PTHR10623",5,3,3,3,3,5,4,7,4,5,5,4,3,7,5,3,3,4,3,5,3,4,3,3,3,3,3,3,3,6,3,4,3,3,3,3,3,4,3,4,3,7,5,3,3,3,4,4,3,3,4,3,4,4,4,3,3,5,6,4,8
"PTHR10624",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,1,3,2,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
"PTHR10625_SF10",1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10625_SF100",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR10625_SF102",1,0,1,1,1,1,2,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2,0,1,2,2,1,1,1,1,1,1,1
"PTHR10625_SF106",1,0,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10625_SF112",1,1,1,3,2,2,3,1,1,1,1,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2
"PTHR10625_SF113",1,1,1,3,2,1,2,1,1,2,1,1,3,2,1,2,1,1,1,1,1,2,3,1,3,2,1,4,2,2,1,1,1,4,2,1,1,2,2,1,1,4,1,1,4,1,2,1,1,1,2,1,2,3,4,1,1,1,1,1,1
"PTHR10625_SF116",1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,2,1,1,1,1,1,0,1,0,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"PTHR10625_SF60",1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
"PTHR10627_SF32",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"PTHR10627_SF34",1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,3,1,1,1,2,1,1,3,1,1,1,3,2,1,1,2,2,1,1,1,1,4,1,1,1,1,1,4,2,1,0,1,1,1,1,1
"PTHR10628",4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,12,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,2,4,4,4,4,4,4,4,4,5,4,3,4,4,4,3,4,4
"PTHR10629_SF11",1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1
"PTHR10629_SF8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"PTHR10631",2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2
"PTHR10633",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"PTHR10638",3,7,5,4,3,4,3,3,7,2,2,2,4,2,2,2,4,3,4,4,3,5,4,3,2,6,3,4,8,4,3,4,6,3,6,4,5,3,3,7,3,2,4,4,3,3,6,4,4,4,8,3,6,3,2,4,3,3,4,3,4
"PTHR10639_SF1",1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2
"PTHR10640",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10641_SF17",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10642_SF0",1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,2,2,0,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1
"PTHR10644",3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,4,4,2,2,5,3,3,3,3,3,3,3,2,3,3
"PTHR10648",4,5,5,4,5,6,4,5,4,4,5,4,4,4,6,6,5,4,4,4,3,3,3,4,4,3,5,4,5,3,4,5,3,4,4,4,4,3,4,4,3,3,3,4,4,4,3,4,4,4,4,5,3,4,4,4,5,5,4,5,4
"PTHR10649",2,4,4,2,2,2,2,2,2,4,2,2,2,3,2,2,3,2,4,2,4,2,2,2,2,2,5,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,1,2,3,2,2,2,2,2,2,2,2,3,2,1,3,3,4,3
"PTHR10652",2,3,3,2,3,2,3,5,3,2,2,3,2,3,4,3,3,3,2,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,5,2,2,3,4,2,2,3,2,2,4,2,3,4,2,2,3,2,2,2,3,3,2,3
"PTHR10653",4,3,3,3,5,2,3,4,4,3,3,3,3,5,7,3,3,5,4,5,3,5,6,3,4,4,3,6,3,3,3,2,4,5,3,3,3,4,3,5,5,7,2,3,5,3,4,7,3,3,6,3,4,4,1,2,3,3,3,5,4
"PTHR10654",4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4
"PTHR10655_SF13",1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,3,1,1,2,1,1,1,0,1,1,1,1,2,1
"PTHR10655_SF22",1,2,2,4,2,1,3,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,5,1,2,1,1,4,2,1,2,1,1,4,1,1,1,4,1,1,1,3,1,1,4,1,2,3,1,1,3,1,2,1,1,1,1,1,1,2,0
"PTHR10656",10,9,10,9,9,10,9,8,10,10,10,9,10,8,9,10,10,10,10,10,11,10,11,8,9,10,10,9,8,8,10,8,10,9,10,10,11,9,10,9,7,10,10,10,8,9,9,10,9,6,10,8,10,9,10,10,7,10,6,11,10
"PTHR10657_SF3",1,0,1,4,0,2,6,4,1,3,1,1,2,2,2,2,1,1,1,1,1,1,5,1,1,1,1,4,1,1,1,4,1,3,3,1,2,2,2,1,2,5,1,2,1,1,3,1,2,2,2,1,1,6,1,1,1,1,1,1,0
"PTHR10657_SF4",1,1,1,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1
"PTHR10658_SF27",1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2
"PTHR10658_SF37",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10658_SF39",1,2,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"PTHR10658_SF40",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"PTHR10658_SF41",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2
"PTHR10660",4,4,3,4,4,3,7,4,4,8,4,3,3,3,3,3,3,3,4,5,5,3,5,4,4,3,3,3,3,3,3,3,5,3,5,3,3,3,3,3,3,9,5,3,3,3,3,5,5,4,6,3,4,7,1,3,3,3,4,3,4
"PTHR10661_SF116",1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,0,1
"PTHR10661_SF125",1,1,1,3,1,1,1,2,1,1,2,1,1,0,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,2,3,1,1,0,1,1,1,1,2,2,3,1,1,2,1,1,1,2,1,1,2,2,2,2
"PTHR10661_SF127",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"PTHR10661_SF68",1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10661_SF8",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
"PTHR10662",3,3,4,4,4,6,3,7,5,6,1,2,3,3,5,1,3,6,5,4,5,2,2,15,3,4,2,4,5,5,4,4,4,4,3,4,1,4,2,5,6,1,8,5,5,3,5,4,3,3,5,5,5,3,2,4,5,3,4,1,5
"PTHR10663_SF106",1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1
"PTHR10663_SF115",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"PTHR10663_SF123",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR10663_SF129",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,0,2,1
"PTHR10663_SF62",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1
"PTHR10663_SF63",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
